author_id,sentence 
16, In this group every individual acts as a sentinel stand guard etc
16, they look for the predators which attack while the other eat their food or hunt for food
16, As soon as they sense for any kind of danger they give a alarm to the others by giving a alarm cry so that all the group gets into their burrow for safety
16,By doing this it gains nothing
16, In fact it gets into more danger
16,So the altruistic sentinel behavior helps ensure the survival of other members of the meerkat group
16,Being with family is totally different from being independent
16, There are many advantages and even flaws in both the cases
16, I support young adults should stay with their families to understand relationships
16, It is their time to feel responsible
16, They should take up responsibilities be a backbone to their families
16, Staying with the families directly impacts the behaviours or the habits of the young people
16, They will get to know some moral ethics
16, They will get to know the behavior
16, They will get to know the responsibilities
16, How to make relations and how to maintain it effectively
16, Independence doesn’t mean they should be left free to do anything they want
16, People should be there to guide us and help us
16, In the same manner we should learn to take decisions
16, we should learn to live life on our own
16, Individuality is not about leaving your family and staying alone
16, Individuality is about taking decisions learning new things
16, Family is the place where you can be yourself
16, The young mindset will be in such a way that they will not like people guiding them telling them something suggesting them
16, It is a stage where they feel they know everything
16, they can do anything
16, They can achieve anything
16,but the main thing todays generation to understand is to know the importance of their families
16, Yes you achieve anything even you don’t stay with your family but you will not get the support love care from anyother source that our families give us
16,Accordingly the parents also should support their children
16, Give freedom to them
16, Encourage them to get their goals
16, allow them to get some memories from their young age
16,by doing this the parent children relationship is going to be strong and bonded effectively
16,
16,Sources for College Writing Students can draw on a variety of sources to help them with writing assignments
16, (1)__first_____ they can draw on personal experiences
16, (2)__forinstance___ for an assignment about communication skills a writer might think about the way he or she communicates through conversations with others while at work or at home
16, (3)_____Moreover____________ a writer might look at ways he or she communicates with others electronically via email or texting or Facebook
16, Students might (4)_________also________ find examples of written communication skills by looking at skills they’ve learned for previous writing assignments
16, (5)________second_________________ student writers can look for ideas from other people’s experiences
16, (6)______for Example_________________ writers can interview other students or even family members
16, (7)________Additionally______________ a writer may have heard others talk about this topic maybe in class
16, (8)___also_________________ source would be television shows on the topic of communication
16, (9)___third_______________ college writers may find that they need to do some research to complete an assignment
16, (10)___for example____ lots of experts have written articles or books on the topic of communication skills
16, (11) ___in addition_____ a search of “communication skills” on the internet might provide useful information; (12)__more over_____ reference librarians can help students find research materials in special collections or databases
16, (13) __Finally____ college writers need to be able to draw on a combination of personal experience observations of others and research materials to develop their written assignments
16,
16,Exercise 1Make the following sentences more concise without removing any information
16,We are working hard so the poor are given the basic essentials to lift themselves out of poverty
16,We are working hard so the poor are given basic essentials to come out of poverty
16,Students should make contact with us for help with their future plans prior to the start of semester
16,Before the semester starts students should contact us for help with their future plans
16,It is apparent that the tragedy could have been avoided if the company had talked to workers regarding hazards which existed in the workplace
16,It appears that the tragedy could have been avoided if the company had talked to workers about the hazards in the workplace
16,The total population of the island is 12046 with the future possibility of 5% growth by 2012
16,The total population of the island is 12046 with the possibility of 5% growth by 2012
16,A commerce graduate can leverage knowledge they have acquired in their coursework and apply it to the real world
16,A commerce graduate can apply their knowledge to the real world
16,Exercise 2Make the following paragraphs more concise without removing any information
16,As of 4 August students will be selected using processes which have been created in accordance with legal requirements
16, These processes will be used along with our diversity strategy and all of its relevant policies about student selection
16,As of 4 August students will be selected according to legal requirements
16, These processes will be used with our diversity strategy and relevant policies about student selection
16,The Passport Office is replacing free of charge until the dates specified any current passport lost damaged or destroyed as a result of the recent floods
16, Eligible applicants should contact the Passport Information Service (PIS) on 998 9988 for further information
16,The Passport Office is offering free replacement for the lost damaged or destroyed passports as a result of the recent floods
16, People should contact 9989988 for further details
16,If an agency or organization breaches the privacy principles our office may investigate the matter
16, Individuals can also make a privacy complaint to us about an agency or organization if they think their information has been mishandled
16,Our office investigates matter of an agency or organization which breaches privacy principles and complaints made by individual
16,Aid Agency works to bring immediate assistance to people whose lives have been devastated by natural disasters and conflict
16, Through our work we provide emergency relief in the initial stages of the disaster and we also provide continued support to affected communities as they rebuild and rehabilitate towards a sustainable future
16,Aid Agency works for the people affected by natural disasters and conflicts
16, We provide emergency relief in the initial stages of the disaster and support communities as they rebuild and rehabilitate towards a sustainable future
16, A great number of people feel that people who work for the government need to be able to communicate with the public in a more effective way
16,Many people feel that those who work for the government need to communicate with the public in an effective way
16,
16,Exercise 1Make the following sentences more concise without removing any information
16,In spite of the fact that our budget for advertising is now higher our sales figures have not gotten any better
16,In spite of the budget for advertising is now higher our sales figures are not better
16, In the event of an emergency such as a fire or earthquake please exit the building as soon as you possibly can
16,If emergency such as fire or earthquake please exit the building immediately
16,We currently have several available job openings for a variety of positions in our Sales department
16,We have job openings for several positions in our sales department
16,The reason I’m having trouble with my computer is because the antivirus has not been updated at all recently
16,I’m having trouble with my computer as the antivirus has not been updated recently
16,We consider the candidate to be a very good fit for either of the two positions
16,We consider the candidate to be fit for either position
16, As we discussed during our previous phone call the shipping charges on your next order with us will be waived
16,As discussed before the shipping charges on your next order will be waived
16, We are now in the process of evaluating how to address the issue that exists regarding the performance of our team members
16,We are evaluating how to address the issues regarding performance of our team members
16,Our researchers carried out interviews with several people who are professionals in the health care industry
16,Our researchers interviewed several people who are professional in the health care industry
16, Please change the information on your employee profile to include the most recent information
16,Please update your employee profile to include recent information
16,We would like to offer congratulations to all the people who participated in and completed the training program
16,We congratulate everyone who participated and completed the training program
16,
16,Q
16, Make the sentences more concise:1
16, We certainly hope this decision won’t have a negative impact on the reputation of our firm
16,We hope this decision won’t damage the reputation of our firm
16,2
16, Basically what the training program is going to do is prepare each and every one of the participants for their certification test that they will take soon
16,The training program will prepare every participant for their certification test that they will take soon
16,3
16, Could you recommend to us someone in the area who works as a contractor?Could you suggest us a contractor in this area?4
16, There is a possibility that I might get together with some of the people in my MBA program this weekend
16,Possibly I might get together with few people in my MBA program this weekend
16,5
16, She is professional courteous and she always comes to work on time
16,She is professional courteous and always come to work on time
16,6
16, The problem was addressed at our meeting that we have every week
16,The problems are addressed at the meeting every week
16,7
16, Please talk to John and tell him about the benefits of the deal and that he should accept it
16,Please tell John that he should accept the benefits of the deal
16,8
16, The primary role of our recruiters is to search for and locate professionals with good qualifications who live in our area
16,The role of our recruiters is to search and locate qualified professionals who live in our area
16,9
16, Carlos speaks English fluently and can also speak Portuguese at an intermediate level and in addition he is capable of conversing in German
16,Carlos speaks fluent English intermediate Portuguese and can also converse in German
16,10
16, It’s a really excellent opportunity and one that you should definitely take advantage of
16,It’s an excellent opportunity you should take advantage of
16,
16,It was 23rd January 2016 the time was 9:00 pm
16, The climate was beautiful with the cold summer breeze
16, After a heavy dinner at our college mess me along with my friends sat under the banyan tree which was at the college canteen enjoying the weather and gossiping
16, After chit chatting for about 2 hours all my friends left saying they had some important work to do
16, Me and my friend Jasmin stayed there as we were not feeling sleepy
16, We had a good time sharing our college memories
16, Then Jasmin told “Let us leave now It is almost 12:00and we should go to bed
16,” Then we mounted towards our hostel and our room was in the 3rd floor room no:434
16, We reached our room
16, The clock struck 12:00 and I opened the door
16, To my surprise the whole room was decorated wonderfully with the balloons colourful papers and there was a cake placed at the centre of the room written “HBD to our Drama Queen”
16, Before I could stop my excitement looking at the things all my friends came out shouting “Happy Birthday”
16, It was really awesome feeling
16, I didn’t expect this at all because I never told them that it was my birthday today
16, The night went on very well partying shouting dancing singing etc
16, It was really an awesome night and everything was going on in a pleasant way but suddenly there was a call from one of my friend who was not at the hostel
16, I picked it up and it was Akhila
16, She wished me and gave a message
16, All of a sudden everyone’s party mood vanished in that second and started worrying
16, It was our term results out
16, Everybody ran to their laptops rushing to open the results page
16, As usual the server was down as many of them were accessing at the same time
16, This result was really important as it was the last year and our grades were very much dependent on that result
16, Then slowly the page got opened and we were relieved that every one passed with flying colours and the party mode was again on
16, We all reached our goals and everyone were happy
16, It was really the most wonderful and unforgettable night in my college life
16,
16,If your best friend has to write one paragraph about you what would he write? Put yourself in your friend’s shoes and write a paragraph about yourself from his point of view
16,My friend’s view about me would be of this type Charitha has been my friend since when I was in my 1st class
16, She was always with me and is a part in many of the memories which I cherish in my life time
16, She has been helpful throughout in whatever situation I have gone through
16, We had lots and lots of fun together
16, When we are together it is like we forget the world and chit chat gossip make fun and what not
16,There is a situation where we both were having out one evening Charitha and me were sitting on a bench walking some random talks
16, I still remember this situation where my chemistry lecturer was passing through and she being very mischievous through a piece of paper rolled into a ball type on the lecturer and started pretending as if nothing has happened
16, When my lecturer turned to see it is we both instantly looked at the other student standing beside us pretending has done that thing
16, That is one of the funniest thing I still remember
16, We have many more incident which I will never forget
16, She is the very good companion and I can share any kind of situation with her
16, Hope our relationship lasts forever and also hope to have many more memories with her
16,Write a blog entry in 300 words on the topic ‘A Typical Day At My College’
16, You can describe the academic and social activities at your college and any unique aspects of your learning environmentThe typical day of my college was on 22nd june where we were given an assignment that day and we had to complete it by any cost as we had an exam the next day
16, I started working for the project and completed the project by 4:00 in the morning
16, Then me along with my friend returned to the hostel to get some sleep
16, It was almost 4:30 by the time we went to bed and we had to get up at 7 O’clock in the morning
16, I set an alarm at 6:30 because I knew I won’t get up that easily at the first ring of my alarm
16, I slept for 2 hours and the alarm started ringing at 6:30
16, I did not know how the time has passed so fast i was like I slept few minutes back and how come it became 2 hours so fast
16, As usual I cut the alarm and slept again
16, Now the clock struck 7:00 in the morning and my friend woke me up shouting that it was already 7:15 and we should get ready fast
16, I got up and we were in the college by 8:30 AM
16, Then our day started as usual working on our tasks in our labs
16, I had to complete our daily tasks given to us every day and I had to prepare for the exam which is to be conducted in the afternoon on the same day
16, I was very much tired to concentrate on my work and complete it fast
16, So I made a schedule for myself as to prepare for the exam in the morning and then complete my tasks after the exam
16, As per my schedule I started preparing for my exam
16, The exam was for 3 hours and I completed my exam writing well
16, Then I started off with my task and l had to complete them by 7:00 in the evening
16, After that our projects were reffered and were evaluated by our sir
16, By the time all this process went on it was almost dinner time
16, After completing all my work I was totally exhausted as I could not even stand there for a minute
16, Then we went for dinner and returned to our hostel room
16, This was the most typical and hectic day in my college life
16,
16,First Task:Thanks and Regards_____________________Charitha Devara+91-8790025449Second Task:Thanks and Regards_____________________Charitha DevaraMSIT 1st Year+91-8790025449IIIT Campus Gachibowli Hyderabad 500 032
16, we are here to LEARN
16,
16,To: Subject: Performance Appraisal Hello Ravi Teja Hope the project is going on well
16, I’ve been updated about the work being done in the project
16, The purpose for me to write to you is that the presentation which you have given to the client was not that impressive and was lacking in confidence
16, I know you can do better
16, If there are any issues regarding the project or the team feel free to discuss with me
16, Hope you do a better job from now on
16, All the best
16, Thanking YouYours FaithfullyD
16, Charitha+91-8790025449
17,ESSAY WRITINGQUESTION: 1 The two movies I want to speak about the introduction scenes are Bahubali and Majnu
17, The two movies have different introductions of the hero and heroine
17, The director and the musician plays a different notes of music in introduction
17, The first movie Bahubali has a different introduction of hero Prabhas
17, A lady is holding him in the middle of the sea
17, The baby was just born
17, She hold him in her hand and she is under the water but the baby is on the top of the water
17, With the rising sun we can see the hero and his glory
17, The second movie Majnu has a cool introduction of the hero Nani
17, We have a director Rajamouli sir in the introduction
17, First the horses introduction and the soldiers introduction and now the hero jumps from the horse and delivers a dialogue in a comedy way
17, I love these two movies introduction because these two movies have very different intro’s
17, One is high budget blockbuster movie and the other is a silent and cute love story
17, When I think of movies I remember these two movies introduction
17,QUESTION: 2 Ooty is a beautiful place according to climate
17, It has a beautiful places for tourism
17, My favourite place for travelling is ooty
17, It has nice climatic conditions and the mountains covered by fog
17, In ooty there is a famous place where people are not allowed to go there is Death Place (Suicide Point)
17, It is a highest or peak place for attempting suicides
17, There are beautiful gardens in different locations
17, There is a flower garden which has different types of species
17, The garden is with full of flowers and the weather is beautiful with fog
17, The mountains are white covered with snow and fog
17, The mountains have different types of species of plants with small green leaves and makes the nature beauty with their dual colour
17, Ooty is meant for nature
17, It is useful for refreshment and recreation
17, We have a very pleasant feeling after going there
17, We can gain more positive energy
17, I love to go ooty when there is a chance to go
17, I am a nature lover
17, So I like to go ooty as many times as possible
17, I feel the freshness of climate and beautiful nature
17, It is one of my favourite places in the world
17, I have many memorable moments there with my family members
17,QUESTION: 3 I oppose the longer school day concept proposed by the committee members
17, Students should have a whole sum development in their carrier
17, The main reason for opposing the concept is students are studying from morning to evening
17, They are fed up with their studies from morning to evening
17, For recreation and entertainment they have sports in their curriculum
17, It gives not only recreation but also thinking capability
17, Sports make them healthy and gives more positive energy
17, The sports increases more concentration in their studies and grow wisely
17, The students can do more work after playing their favourite game
17, The parents are now a days concentrating on sports too in their children development
17, It gives a good feel and more energy is generated
17, By the playing of sports we can see many children as sports persons
17, If they want to be a sports person in their life
17, We can take example of different people like P V Sindu M S Dhoni etc; The sports make the students life happy and cheerful in their beautiful carrier
17, They learn many things from sports
17, They have a good things in their brain and more amount of positive energy
17,
17,TASK-1HOW TO MAKE NOTESAccording to Julian Treasure we have to speak to others by using 6 important or basic conditions
17, They areRegister-It means that the words which we are speaking should be simple and easy to understand
17,Timbre-We have to spell the words according to the feel of the situation
17,Prosody-Meaning to conversationPace-It means we can speak quickly but the speech should be understand by others
17,Pitch-While talking to others we have to maintain a constant pitch
17,Volume-The volume should be maintained according to the situation and the place where we are talking
17,The speech should be in the form of HAIL
17,H-honesty (be straight and clear)A-authencity (be yourself)I-integrity (be your word)L-love (wish them well)A powerful speech has a conscious listening
17,We have to be conscious about creating and receiving the topic to others
17,
17,TASK-1RANDY PAUSH LECTUREWhat does Randy mean when he says “We cannot change the cards we are dealt just how we play the hand?”Ans: According to the Randy Paush we cannot change the situations in our life we have to accept the situations and mould them according to the scenario
17,What was the essence of the talk the key points covered in the talk?Ans:Be good at everything
17,Be patience
17,Always learn good from others
17,Always have a right attitude towards everything
17,How many (his) childhood dreams did Randy talk about?Ans: He talked about 6(SIX) childhood dreams
17, What did Randy say about being specific regarding dreams?Ans: The Randy says about his dreams he is very specific about his dreams and the fulfilment of his dreams have a separate planning
17, We have to see a way how to fulfil our dreams
17,What is the importance of brick walls?Ans: The importance of brick walls they are used as a example for each and every quality in our daily life
17, What did Randy learn while pursuing to fulfill his second dream- that of playing in the National Football League?Ans: While pursuing second dream that of playing in the national football league
17,His supporting coach told to him “when we are screw enough nobody is saying anything means they gave up on you
17,” By this randy understood that we should not stay in place where no one is correcting us even though we are doing wrong
17,Why did Randy say that “I am very glad that football has been a part of my life?”Ans: Randy is gland about football as a part of his life because while learning football he understood the key secret of his life i
17,e we should not stay in place where no one is correcting us even though we are doing wrong
17,Was Randy sad that he was not able to play for NFL? Why?Ans: He is not sad he is happy that he had learnt many things from the football practice
17,How does Randy accomplish his dream of writing for the encyclopedia?Ans: He accomplish his dream by writing a article called virtual reality
17,Which quality did Randy learn from the character of Captain Kirk?Ans: The character that he had learnt from the Captain Kirk is “Leadership qualities”
17,What important message did Randy convey through his dream of winning stuffed animals?Ans: If we are capable of achieving our dreams but at certain situations we cannot achieve them directly
17, At that moment we have to design a another path for achieve our goals
17,What inspired Randy to become an imaginer?Ans: When he went to Disney world at years old at that moment he wanted a design his own Disney imaginer
17,Explain: Wait long enough and people will surprise and impress you
17,Ans: Every person has good in them but we have give time until they exhibit to us
17, We shouldn’t take a decision about the person when we saw them
17,How important is the communication style while trying to say the same thing? Ans: The communication style is important because we want to say anything we have to be confident
17,How did Randy enable others to fulfill their childhood dreams? Ans: We have to make a pan to fulfill our dreams
17,
17,WRITINGROLE OF PROFESSORSThe professors are important for the carrier of the student
17, Professors are seen in colleges universities in teaching and research
17, Those professors are always interacting with the people about the subject and the interested areas
17, Professor not only teaches the class but also he made the students to think in a particular area
17, The research they are doing on a particular subject can give the clear idea about the subject they are dealing
17,In the audio they said they are many disadvantages to be clearly speaking they are no disadvantages
17, The point they discussed first disadvantage as it is not good to give lectures in the T
17,V
17, It is very beneficial to the students who are in the backward communities
17, They are not allowed their children to the schools but the children has interest in the studies
17, At this situation we can say that the teachings of the professors in the T
17,V
17, was useful
17,The second disadvantage they mentioned that it kills the professor time
17, For this we can say that the professor who are really interested in the teaching can say his lectures to the all the students in the world
17, If the professor had a clear idea about the topic then he can teach well to all the students clearly in the T
17,V
17, By this if the parents of their children are also interested to learn what their children are studying this gives them clear idea and good knowledge about the topic and the studies of their children
17,The third disadvantage they mentioned was the students are not serious
17, The students who are interested in the studies and there is no scope to them for going out and study it is the best way to learn many things
17, Those students are really serious about their studies than the students who are in the college
17,The conclusion of the topic is professors are expected to take classes in the television
17, Because many of them are now-a-days watching the television and learn many things
17, We can gain more knowledge
17,TASK-2WRITINGAccording to my opinion the young people enjoy their lives than old people because the young people has strength to go out and see many places to gain the knowledge and also for entertainment
17, The young people have fresh ideas and they have strength to do anything whatever they want
17, Because of the strength they can do anything
17, The old people doesn’t have strength but they think wisely than young people
17, The young people has strength to work but the old people can’t
17,The old people have a clear idea about certain situations which are going to happen in our life
17, But the young people follow their ideas they don’t think about the further situations about that particular decision
17, The young people enjoy their life more than the old people
17, They go where ever they want to go
17, They have their own parties weekends etc
17, The old people are very important to the younger generation because the young people are busy in their works
17, They don’t have a time to take care of their children
17, In this situation the children grows with their grandparents they can know many values from them
17, They can sustain their life easily
17, Because the grandparents used to tell stories their grandchildren
17, In those stories they say many good things about the persons and the behaviour with the elders and the other people
17,The basic features can be learn from them has more importance than the things they learn from their parents
17, The characters which are from their grandparents are useful
17, The young can teach them how to think but the old people teach them how to think wisely
17, The conclusion of this topic is young people can enjoy than the old people
17, But the decisions can’t be taken wisely as the oldpeople
17,
17,Sources for College Writing Students can draw on a variety of sources to help them with writing assignments
17, (1)First major idea they can draw on personal experiences
17, (2)Example for an assignment about communication skills a writer might think about the way he or she communicates through conversations with others while at work or at home
17, (3)Additional example a writer might look at ways he or she communicates with others electronically via email or texting or Facebook
17, Students might (4) additional example find examples of written communication skills by looking at skills they’ve learned for previous writing assignments
17, (5)Second major idea student writers can look for ideas from other people’s experiences
17, (6)Example writers can interview other students or even family members
17, (7)Additional example a writer may have heard others talk about this topic maybe in class
17, (8)Another source would be television shows on the topic of communication
17, (9)Third major idea college writers may find that they need to do some research to complete an assignment
17, (10)Example lots of experts have written articles or books on the topic of communication skills
17, (11) Additional example a search of “communication skills” on the internet might provide useful information; (12) moreover reference librarians can help students find research materials in special collections or databases
17, (13) Moreover college writers need to be able to draw on a combination of personal experience observations of others and research materials to develop their written assignments
17,
17,CONCISE WRITINGWe are working hard to give the poor the basics to lift themselves out of poverty
17,Before semester starts students should contact us for their plans
17,It appears the tragedy could have been avoided if the company had talked to workers about workplace dangers
17,The population of the island is 12046 with the possibility of 5% growth by 2012
17,A commerce graduate can apply knowledge from their course to their work
17,PARAGRAPHFrom 4 August we will select students by using process that meet legal requirements our diversity strategy and policies on student selections
17,We are offering free replacements for current passports lost or damaged in the recent floods
17, You must contact us on 9989988 by june 10
17,We can investigate breaches of privacy principles by agencies and organisations and privacy complaints made by individuals
17,We help people affected by natural disasters and conflict
17, We provide emergency relief when disaster occurs and support communities as they rebuilt
17, Many people feel that people who work for the government can be able to communicate with the public in a effective way
17,
17,CONCISE WRITINGIn spite of increasing our advertising budget sales have not improved
17,In case of emergency please exit the building immediately
17,We have several job openings in sales department
17,I am trouble with my computer because antivirus is not up to date
17,We think the candidate would be a good fit for either position
17,During our previous call we discussed the shipping charges on your next order will be waived
17,We are addressing our team performance issues
17,Our researchers carried out interviews with health care professionals
17, Please update the employee profile
17, Congratulations to everyone who completed the training
17,
17,Q
17, Make the sentences more concise:1
17, We certainly hope this decision won’t have a negative impact on the reputation of our firm
17,Ans: we hope this decision won’t ruinous our reputation
17,2
17, Basically what the training program is going to do is prepare each and every one of the participants for their certification test that they will take soon
17,Ans: The training program will make everyone to participate in certification test
17, 3
17, Could you recommend to us someone in the area who works as a contractor?Ans: Could you recommend us a local area contractor?4
17, There is a possibility that I might get together with some of the people in my MBA program this weekend
17,Ans: I might get touch with some of my MBA classmates this weekend
17,5
17, She is professional courteous and she always comes to work on time
17,Ans: She is professional courteous and punctual
17,6
17, The problem was addressed at our meeting that we have every week
17,Ans: We addressed some problem at our every week meeting
17,7
17, Please talk to John and tell him about the benefits of the deal and that he should accept it
17,Ans: Please try to influence john to accept the deal
17,8
17, The primary role of our recruiters is to search for and locate professionals with good qualifications who live in our area
17,Ans: Our recruiters find quality professionals in our area
17,9
17, Carlos speaks English fluently and can also speak Portuguese at an intermediate level and in addition he is capable of conversing in German
17,Ans: Carlos speaks fluent English intermediate Portuguese and conversation German
17, 10
17, It’s a really excellent opportunity and one that you should definitely take advantage of
17,Ans: You should advantage of excellent opportunity
17,
17,CREATIVE WRITINGI am a photographer like to take many pictures which are very beautiful in and around us in this beautiful environment
17, Environment is a God’s gift
17, We have to take care of our beautiful nature and environmental conditions
17, I went to click photos for a wedding reception
17, I saw so many college students dancing for his friend on the stage
17, There are with full of joy enjoying his friend’s marriage
17, They are making fun of each other in the reception
17, All are beautiful with the cheerful faces
17, I had to take photos in the restaurant in reception
17, The restaurant is beautiful with shandilers and covered with colours of lights
17, After a big meal in restaurant we had to take photos to bride and bride groom
17, They had to keep different postures for the photos
17, The restaurant architecture and the decorative items helped us to click a beautiful pictures
17, I am so happy after clicking the pictures because they are beautiful and had a life in the photos after seeing them
17, When I am clicking the photos of them there is one embarrassing thing happened to me
17, One handsome came to me and asking about my personals and interests
17, He is very nice guy and had a beautiful smile
17, I am talking with him while doing my work
17, After a small conversation he proposed me
17, I am in shock for a while after listening to it
17, I told him I am not interested in love and I don’t know anything about you
17, He told that he was loving me from few months
17, I don’t agree this proposal because I don’t know about you
17, He told all his personal things like family background job salary … etc
17,
17,; After finishing my work in wedding and reception
17, If you are really love me come and talk with my parents
17, If they said ok then I will marry you
17,
17,Email to Team mateFrom: To: Subject: Hi Sardar I saw your performance in the current project
17, You have done a very good job and the model designed to complete the project is combination of all phases
17, I want to give some suggestions to develop more and to excel in the company
17, You have good ideas but you need to discuss more with the team mates
17, You have good skills but you need to improve the interaction and the explanation to others
17, You have to manage the pitch of voice while talking to others
17, I think these will help you to move to high position
17, The project you had done is good and many of them inspired by your ideas
17,Thanks & RegardsC
17,P
17,AmulyaTeam LeaderHCL Technologies
17,
17,TASK-1Unselfish acts among the humans range from sharing of food with strangers to donation of organs to the family members and even to strangers
17, Such acts are altruistic in that they benefit another yet provide little rewards to the one performing the act
17, The meerkat individual acts as a standing guard and looking out for predators while the others hunt for food or eat food they have obtained
17, If the sentinel meerkat sees a predator such as hawk approaching the group it gives an alarm cry alerting the other meerkats to run and seek shelter
17, By standing guard the sential meerkat gains nothing it goes without food while others eat and it places itself in grave danger
17, After it issues an alarm it has to flee alone which might make it more risk to a predator since animals in group are often able to work together to fend off a predator
17, So the altruistic sentinal behavior helps ensure the survival of other members of the meerkat's group
17, Alturism means a animal sacrifices its own interest for that of other animals or group of animals
17,TASK-2My opinion is to adults has to live with their parents because until now we are under the control of our parents
17, For each and everything we are going to depend on our parents
17, We don’t know how to think and take the decisions properly
17, If a problem arises adult cannot their decisions properly like our parents because our parents had more experience and they know how to handle the situations and solutions to the problems
17, At certain age we don’t know how to solve a problem in the right way
17, As we think we know everything but we don’t know anything when the problems arises
17, For example if there is a situation that some financial matters arises in the family
17, The adults cannot take the decisions properly because they don’t have a alround idea about the problem and they don’t know how to handle the situations arising by that problem
17, Parents provide us the right way and they mobilise us to take decisions at right time in that instance
17, Generally when any problem arises we can’t decisions properly but our parents can handle them easily
17, They make us to move in a right way
17, Parents are the one who are going to make us learn the things to the real life incidents
17, Generally if we observe in some houses if any discussion is going on parents used to ask the opinions of their children
17, This is because they are going to analyse the ideology and thinking capability of their children
17, If they thought that they are not in the correct way of thinking they will the situations and they guide us to think and take decisions in all the situations
17, When we are with our parents we can learn many things by observing them
17, We are having a idea of tackle the situations and we can gain more knowledge from them
17,Atlast our parents are the path makers for us to have beautiful life for us
17, They are the persons who support us in every walk of life
17, I love my parents a lot and I learn many things from them
17, I am so happy that I am with my parents from childhood and had a chance to gain knowledge and practice them in my real life
17, Adults have to live with their parents and learn many things which we think that we know but actually we don’t know
17,
17,Why should managers and software engineers pay attention to the costs involved in software development documentation? Ans: Managers and software engineers have to pay attention on the cost because every time when we are going to develop a new software we shouldn’t have much cost
17, We should have to develop the new version of the existing software or when we are going to design a software we have a maintain a minimum cost
17, So every user can use the software with in less cost
17, What are the types of documents that may be required during the development process of software? Ans: Process of software requires two types of documentation
17, They are: a) Process Documentation b) Product DocumentationThese two are important because one says about the installation process and the other says about the requirements needed for the development of software
17,What type of documents goes into process documentation? Ans: Process Documentation involves many types of documentation likePlans estimates and schedules ReportsStandardsWorking Papers and Memos and electronic mail messagesWhy does process documentation become outdated frequently? Ans: It become outdated because the test cases are written at the development time
17, Plans are drawn weekly monthly basis
17, The data and the decisions are not changed in the regular times for the development
17, It became harder for the change of the data and the modification in the decisions
17,What is the role of working papers in software development? Ans: They record the ideas and thoughts of the engineers working on the project versions of the product documentation and describes the implementation of the product strategies and set the problems
17, They used to record the decisions of the developers and they are useful for the other people who are newly joined in that particular project
17,
18,If you could go on vacation anywhere in the world where would you go and why?“It’s better to see something once than to hear about it a hundred times
18,” This is a Russian proverb which says that how travelling is important in one’s life
18, Not only have to see a place but travelling makes a lot of difference in our daily hectic and stressful life
18, People say live with no excuses and travel with no regrets
18, That is why I always choose a place to go on vacation which helps me to forget my stress and experience a new excitement in me
18, What is that place you ask? It is Theme Park Malaysia
18, And why do I want to go there? Read on to find out! The school board is considering implementing a longer school day
18, Some teachers are against it because it will affect sport practices
18, Other teachers are for it because students need to be better prepared for high education after high school and a longer school day means more time to learn for the students
18, In an essay to be read by the school board write why the school day should or should not be longer
18,According to a famous English proverb - “All work and no play makes Jack a dull boy!” By implementing a longer school day we would be effectively condemning the children to the same fate as Jack
18, Sports are an integral part of a child’s development
18, And academic performance isn’t the only measure of success
18, I oppose the implementation of a longer school day by cutting into the sport practices
18, My reasoning for doing so is outlined below
18,
18,We fail at making good conversations because with or without our knowledge we have more than one of the following habits
18, The seven deadly sins of speaking
18,Gossip
18,Judging
18,Negativity
18,Complaining
18,Excuses
18,Exaggeration
18,Dogmatism
18,Don’t:Gossip about people behind their back
18,Judge a person
18,Show negativity in talk
18, This would put down the zeal of any discussion
18,Complaining would only cost us the listener’s concentration
18, Excuses aren’t very helping as well
18,Exaggerating can sometimes be annoying
